ID	Name	Type	Category	PP	Power	Accuracy	Status Chance	Status	Times	Weather	P Critical Hits	P HP	P Attack	O Attack	P Defense	O Defense	P Sp Attack	O Sp Attack	P Sp Defense	O Sp Defense	P Speed	O Speed	Flinch	Description
354	Psycho Boost	Psychic	Special	5	140	0.9			1		0		0	0	0	0	-2	0	0	0	0	0	0	The user attacks the target at full power. The attack's recoil harshly lowers the user's Sp. Atk stat.
355	Roost	Flying	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user lands and rests its body. It restores the user's HP by up to half of its max HP.
356	Gravity	Psychic	Status	5	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Gravity is intensified for five turns, making moves involving flying unusable and negating Levitate.
357	Miracle Eye	Psychic	Status	40	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Enables a Dark-type target to be hit by Psychic-type attacks. This also enables an evasive target to be hit.
358	Wake-Up Slap	Fighting	Physical	10	70	1			1		0		0	0	0	0	0	0	0	0	0	0	0	This attack inflicts big damage on a sleeping target. This also wakes the target up, however.
359	Hammer Arm	Fighting	Physical	10	100	0.9			1		0		0	0	0	0	0	0	0	0	-1	0	0	The user swings and hits with its strong and heavy fist. It lowers the user's Speed, however.
360	Gyro Ball	Steel	Physical	5	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user tackles the target with a high-speed spin. The slower the user compared to the target, the greater the move's power.
361	Healing Wish	Psychic	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user faints. In return, the Pokémon taking its place will have its HP restored and status conditions cured.
362	Brine	Water	Special	10	65	1			1		0		0	0	0	0	0	0	0	0	0	0	0	If the target's HP is half or less, this attack will hit with double the power.
363	Natural Gift	Normal	Physical	15	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user draws power to attack by using its held Berry. The Berry determines the move's type and power.
364	Feint	Normal	Physical	10	30	1			1		0		0	0	0	0	0	0	0	0	0	0	0	An attack that hits a target using Protect or Detect. This also lifts the effects of those moves.
365	Pluck	Flying	Physical	20	60	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user pecks the target. If the target is holding a Berry, the user eats it and gains its effect.
366	Tailwind	Flying	Status	15	0	1			1		0		0	0	0	0	0	0	0	0	1	0	0	The user whips up a turbulent whirlwind that ups the Speed stat of the user.
367	Acupressure	Normal	Status	30	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user applies pressure to stress points, sharply boosting one of its stats or its allies' stats.
368	Metal Burst	Steel	Physical	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user retaliates with much greater power against the opponent that last inflicted damage on it.
369	U-turn	Bug	Physical	20	70	1			1		0		0	0	0	0	0	0	0	0	0	0	0	After making its attack, the user rushes back to switch places with a party Pokémon in waiting.
370	Close Combat	Fighting	Physical	5	120	1			1		0		0	0	-1	0	0	0	-1	0	0	0	0	The user fights the target up close without guarding itself. This also lowers the user's Defense and Sp. Def stats.
371	Payback	Dark	Physical	10	50	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user stores power, then attacks. If the user moves after the target, this attack's power will be doubled.
372	Assurance	Dark	Physical	10	60	1			1		0		0	0	0	0	0	0	0	0	0	0	0	If the target has already taken some damage in the same turn, this attack's power is doubled.
373	Embargo	Dark	Status	15	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	This move prevents the target from using its held item. Its Trainer is also prevented from using items on it.
374	Fling	Dark	Physical	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user flings its held item at the target to attack. This move's power and effects depend on the item.
375	Psycho Shift	Psychic	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Using its psychic power of suggestion, the user transfers its status conditions to the target.
376	Trump Card	Normal	Special	5	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The fewer PP this move has, the greater its power.
377	Heal Block	Psychic	Status	15	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	For five turns, the user prevents the opposing team from using any moves, Abilities, or held items that recover HP.
378	Wring Out	Normal	Special	5	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user powerfully wrings the target. The more HP the target has, the greater the move's power.
379	Power Trick	Psychic	Status	10	0	1			1		0		1	0	1	0	0	0	0	0	0	0	0	The user employs its psychic power to increase its Attack and its Defense stat.
380	Gastro Acid	Poison	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user hurls up its stomach acids on the target. The fluid eliminates the effect of the target's Ability.
381	Lucky Chant	Normal	Status	30	0	1			1		1		0	0	0	0	0	0	0	0	0	0	0	The user chants an incantation toward the sky, preventing opposing Pokémon from landing critical hits.
382	Me First	Normal	Status	20	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user cuts ahead of the target to steal and use the target's intended move with greater power. This move fails if it isn't used first.
383	Copycat	Normal	Status	20	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user mimics the move used immediately before it. The move fails if no other move has been used yet.
384	Power Swap	Psychic	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user employs its psychic power to switch changes to its Attack and Sp. Atk stats with the target.
385	Guard Swap	Psychic	Status	10	0	1			1		0		0	0	1	0	0	0	1	0	0	0	0	The user employs its psychic power to increase its Defense and Sp. Def stats.
386	Punishment	Dark	Physical	5	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The more the target has powered up with stat changes, the greater the move's power.
387	Last Resort	Normal	Physical	5	140	1			1		0		0	0	0	0	0	0	0	0	0	0	0	This move can be used only after the user has used all the other moves it knows in the battle.
388	Worry Seed	Grass	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	A seed that causes worry is planted on the target. It prevents sleep by making the target's Ability Insomnia.
389	Sucker Punch	Dark	Physical	5	70	1			1		0		0	0	0	0	0	0	0	0	0	0	0	This move enables the user to attack first. This move fails if the target is not readying an attack.
390	Toxic Spikes	Poison	Status	20	0	1	1	Poison	1		0		0	0	0	0	0	0	0	0	0	0	0	The user lays a trap of poison spikes at the opposing team's feet. They poison opposing Pokémon that switch into battle.
391	Heart Swap	Psychic	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user employs its psychic power to switch stat changes with the target.
392	Aqua Ring	Water	Status	20	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user envelops itself in a veil made of water. It regains some HP every turn.
393	Magnet Rise	Electric	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user levitates using electrically generated magnetism for five turns.
394	Flare Blitz	Fire	Physical	15	120	1	0.1	Burn	1		0		0	0	0	0	0	0	0	0	0	0	0	The user cloaks itself in fire and charges the target. This also damages the user quite a lot. This may leave the target with a burn.
395	Force Palm	Fighting	Physical	10	60	1	0.3	Paralysis	1		0		0	0	0	0	0	0	0	0	0	0	0	The target is attacked with a shock wave. This may also leave the target with paralysis.
396	Aura Sphere	Fighting	Special	20	80	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user looses a blast of aura power from deep within its body at the target. This attack never misses.
397	Rock Polish	Rock	Status	20	0	1			1		0		0	0	0	0	0	0	0	0	2	0	0	The user polishes its body to reduce drag. This can sharply raise the Speed stat.
398	Poison Jab	Poison	Physical	20	80	1	0.3	Poison	1		0		0	0	0	0	0	0	0	0	0	0	0	The target is stabbed with a tentacle or arm steeped in poison. This may also poison the target.
399	Dark Pulse	Dark	Special	15	80	1			1		0		0	0	0	0	0	0	0	0	0	0	1	The user releases a horrible aura imbued with dark thoughts. This may also make the target flinch.
400	Night Slash	Dark	Physical	15	70	1			1		1		0	0	0	0	0	0	0	0	0	0	0	The user slashes the target the instant an opportunity arises. Critical hits land more easily.
401	Aqua Tail	Water	Physical	10	90	0.9			1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks by swinging its tail as if it were a vicious wave in a raging storm.
402	Seed Bomb	Grass	Physical	15	80	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user slams a barrage of hard-shelled seeds on the target from above.
403	Air Slash	Flying	Special	15	75	0.95			1		0		0	0	0	0	0	0	0	0	0	0	1	The user attacks with a blade of air that slices even the sky. This may also make the target flinch.
404	X-Scissor	Bug	Physical	15	80	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user slashes at the target by crossing its scythes or claws as if they were a pair of scissors.
405	Bug Buzz	Bug	Special	10	90	1			1		0		0	0	0	0	0	0	0	-1	0	0	0	The user vibrates its wings to generate a damaging sound wave. This may also lower the target's Sp. Def stat.
406	Dragon Pulse	Dragon	Special	10	85	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The target is attacked with a shock wave generated by the user's gaping mouth.
407	Dragon Rush	Dragon	Physical	10	100	0.75			1		0		0	0	0	0	0	0	0	0	0	0	1	The user tackles the target while exhibiting overwhelming menace. This may also make the target flinch.
408	Power Gem	Rock	Special	20	80	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks with a ray of light that sparkles as if it were made of gemstones.
409	Drain Punch	Fighting	Physical	10	75	1			1		0		0	0	0	0	0	0	0	0	0	0	0	An energy-draining punch. The user's HP is restored by half the damage taken by the target.
410	Vacuum Wave	Fighting	Special	30	40	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user whirls its fists to send a wave of pure vacuum at the target. This move always goes first.
411	Focus Blast	Fighting	Special	5	120	0.7			1		0		0	0	0	0	0	0	0	-1	0	0	0	The user heightens its mental focus and unleashes its power. This may also lower the target's Sp. Def.
412	Energy Ball	Grass	Special	10	90	1			1		0		0	0	0	0	0	0	0	-1	0	0	0	The user draws power from nature and fires it at the target. This may also lower the target's Sp. Def.
413	Brave Bird	Flying	Physical	15	120	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user tucks in its wings and charges from a low altitude. This also damages the user quite a lot.
414	Earth Power	Ground	Special	10	90	1			1		0		0	0	0	0	0	0	0	-1	0	0	0	The user makes the ground under the target erupt with power. This may also lower the target's Sp. Def.
415	Switcheroo	Dark	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user trades held items with the target faster than the eye can follow.
416	Giga Impact	Normal	Physical	5	150	0.9			1		0		0	0	0	0	0	0	0	0	0	0	0	The user charges at the target using every bit of its power. The user can't move on the next turn.
417	Nasty Plot	Dark	Status	20	0	1			1		0		0	0	0	0	2	0	0	0	0	0	0	The user stimulates its brain by thinking bad thoughts. This sharply raises the user's Sp. Atk.
418	Bullet Punch	Steel	Physical	30	40	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user strikes the target with tough punches as fast as bullets. This move always goes first.
419	Avalanche	Ice	Physical	10	60	1			1		0		0	0	0	0	0	0	0	0	0	0	0	An attack move that inflicts double the damage if the user has been hurt by the target in the same turn.
420	Ice Shard	Ice	Physical	30	40	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user flash-freezes chunks of ice and hurls them at the target. This move always goes first.
421	Shadow Claw	Ghost	Physical	15	70	1			1		1		0	0	0	0	0	0	0	0	0	0	0	The user slashes with a sharp claw made from shadows. Critical hits land more easily.
422	Thunder Fang	Electric	Physical	15	65	0.95	0.1	Paralysis,Flinch	1		0		0	0	0	0	0	0	0	0	0	0	1	The user bites with electrified fangs. This may also make the target flinch or leave it with paralysis.
423	Ice Fang	Ice	Physical	15	65	0.95	0.1	Flinch	1		0		0	0	0	0	0	0	0	0	0	0	1	The user bites with cold-infused fangs. This may also make the target flinch or leave it frozen.
424	Fire Fang	Fire	Physical	15	65	0.95	0.1	Burn	1		0		0	0	0	0	0	0	0	0	0	0	1	The user bites with flame-cloaked fangs. This may also make the target flinch or leave it with a burn.
425	Shadow Sneak	Ghost	Physical	30	40	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user extends its shadow and attacks the target from behind. This move always goes first.
426	Mud Bomb	Ground	Special	10	65	0.85			1		0		0	0	0	0	0	0	0	0	0	0	0	The user launches a hard-packed mud ball to attack. This may also lower the target's accuracy.
427	Psycho Cut	Psychic	Physical	20	70	1			1		1		0	0	0	0	0	0	0	0	0	0	0	The user tears at the target with blades formed by psychic power. Critical hits land more easily.
428	Zen Headbutt	Psychic	Physical	15	80	0.9			1		0		0	0	0	0	0	0	0	0	0	0	1	The user focuses its willpower to its head and attacks the target. This may also make the target flinch.
429	Mirror Shot	Steel	Special	10	65	0.85			1		0		0	0	0	0	0	0	0	0	0	0	0	The user lets loose a flash of energy at the target from its polished body. This may also lower the target's accuracy.
430	Flash Cannon	Steel	Special	10	80	1			1		0		0	0	0	0	0	0	0	-1	0	0	0	The user gathers all its light energy and releases it at once. This may also lower the target's Sp. Def stat.
431	Rock Climb	Normal	Physical	20	90	0.85			1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks the target by smashing into it with incredible force. This may also confuse the target.
432	Defog	Flying	Status	15	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	A strong wind blows away the target's barriers such as Reflect or Light Screen. This also lowers the target's evasiveness.
433	Trick Room	Psychic	Status	5	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user creates a bizarre area in which slower Pokémon get to move first for five turns.
434	Draco Meteor	Dragon	Special	5	130	0.9			1		0		0	0	0	0	0	0	0	0	0	0	0	Comets are summoned down from the sky onto the target. The attack's recoil harshly lowers the user's Special Attack stat.
435	Discharge	Electric	Special	15	80	1	0.3	Paralysis	1		0		0	0	0	0	0	0	0	0	0	0	0	The user strikes everything around it by letting loose a flare of electricity. This may also cause paralysis.
436	Lava Plume	Fire	Special	15	80	1	0.3	Burn	1		0		0	0	0	0	0	0	0	0	0	0	0	The user torches everything around it with an inferno of scarlet flames. This may also leave those hit with a burn.
437	Leaf Storm	Grass	Special	5	130	0.9			1		0		0	0	0	0	-2	0	0	0	0	0	0	The user whips up a storm of leaves around the target. The attack's recoil harshly lowers the user's Sp. Atk stat.
438	Power Whip	Grass	Physical	10	120	0.85			1		0		0	0	0	0	0	0	0	0	0	0	0	The user violently whirls its vines or tentacles to harshly lash the target.
439	Rock Wrecker	Rock	Physical	5	150	0.9			1		0		0	0	0	0	0	0	0	0	0	0	0	The user launches a huge boulder at the target to attack. The user can't move on the next turn.
440	Cross Poison	Poison	Physical	20	70	1	0.1	Poison	1		1		0	0	0	0	0	0	0	0	0	0	0	A slashing attack with a poisonous blade that may also poison the target. Critical hits land more easily.
441	Gunk Shot	Poison	Physical	5	120	0.8	0.3	Poison	1		0		0	0	0	0	0	0	0	0	0	0	0	The user shoots filthy garbage at the target to attack. This may also poison the target.
442	Iron Head	Steel	Physical	15	80	1			1		0		0	0	0	0	0	0	0	0	0	0	1	The user slams the target with its steel-hard head. This may also make the target flinch.
443	Magnet Bomb	Steel	Physical	20	60	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user launches steel bombs that stick to the target. This attack never misses.
444	Stone Edge	Rock	Physical	5	100	0.8			1		1		0	0	0	0	0	0	0	0	0	0	0	The user stabs the target with sharpened stones from below. Critical hits land more easily.
445	Captivate	Normal	Status	20	0	1			1		0		0	0	0	0	0	-2	0	0	0	0	0	The user charms its opponent, which harshly lowers its Sp. Atk stat.
446	Stealth Rock	Rock	Status	20	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user lays a trap of levitating stones around the opposing team. The trap hurts opposing Pokémon that switch into battle.
447	Grass Knot	Grass	Special	20	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user snares the target with grass and trips it. The heavier the target, the greater the move's power.
448	Chatter	Flying	Special	20	65	1	1	Confusion	1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks the target with sound waves of deafening chatter. This confuses the target.
449	Judgment	Normal	Special	10	100	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user releases countless shots of light at the target. This move's type varies depending on the kind of Plate the user is holding.
450	Bug Bite	Bug	Physical	20	60	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user bites the target. If the target is holding a Berry, the user eats it and gains its effect.
451	Charge Beam	Electric	Special	10	50	0.9			1		0		0	0	0	0	1	0	0	0	0	0	0	The user attacks with an electric charge. The user may use any remaining electricity to raise its Sp. Atk stat.
452	Wood Hammer	Grass	Physical	15	120	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user slams its rugged body into the target to attack. This also damages the user quite a lot.
453	Aqua Jet	Water	Physical	20	40	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user lunges at the target at a speed that makes it almost invisible. This move always goes first.
454	Attack Order	Bug	Physical	15	90	1			1		1		0	0	0	0	0	0	0	0	0	0	0	The user calls out its underlings to pummel the target. Critical hits land more easily.
455	Defend Order	Bug	Status	10	0	1			1		0		0	0	1	0	0	0	1	0	0	0	0	The user calls out its underlings to shield its body, raising its Defense and Sp. Def stats.
456	Heal Order	Bug	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user calls out its underlings to heal it. The user regains up to half of its max HP.
457	Head Smash	Rock	Physical	5	150	0.8			1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks the target with a hazardous, full-power headbutt. This also damages the user terribly.
458	Double Hit	Normal	Physical	10	35	0.9			1		0		0	0	0	0	0	0	0	0	0	0	0	The user slams the target with a long tail, vines, or a tentacle. The target is hit twice in a row.
459	Roar of Time	Dragon	Special	5	150	0.9			1		0		0	0	0	0	0	0	0	0	0	0	0	The user blasts the target with power that distorts even time. The user can't move on the next turn.
460	Spacial Rend	Dragon	Special	5	100	0.95			1		1		0	0	0	0	0	0	0	0	0	0	0	The user tears the target along with the space around it. Critical hits land more easily.
461	Lunar Dance	Psychic	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user faints. In return, the Pokémon taking its place will have its status and HP fully restored.
462	Crush Grip	Normal	Physical	5	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The target is crushed with great force. The more HP the target has left, the greater this move's power.
463	Magma Storm	Fire	Special	5	100	0.75			1		0		0	0	0	0	0	0	0	0	0	0	0	The target becomes trapped within a maelstrom of fire that rages for four to five turns.
464	Dark Void	Dark	Status	10	0	0.5	1	Sleep	1		0		0	0	0	0	0	0	0	0	0	0	0	Opposing Pokémon are dragged into a world of total darkness that makes them sleep.
465	Seed Flare	Grass	Special	5	120	0.85			1		0		0	0	0	0	0	0	0	-2	0	0	0	The user emits a shock wave from its body to attack its target. This may harshly lower the target's Sp. Def.
466	Ominous Wind	Ghost	Special	5	60	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user blasts the target with a gust of repulsive wind. This may also raise all the user's stats at once.
467	Shadow Force	Ghost	Physical	5	120	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user disappears, then strikes the target on the next turn. This move hits even if the target protects itself.
468	Hone Claws	Dark	Status	15	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user sharpens its claws to boost its Attack stat and accuracy.
469	Wide Guard	Rock	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user and its allies are protected from wide-ranging attacks for one turn.
470	Guard Split	Psychic	Status	10	0	1			1		0		0	0	1	0	0	0	1	0	0	0	0	The user employs its psychic powers to increase its Defense and Sp. Def.
471	Power Split	Psychic	Status	10	0	1			1		0		1	0	0	0	1	0	0	0	0	0	0	The user employs its psychic power to raise its Attack and Sp. Atk stats.
472	Wonder Room	Psychic	Status	10	0	1			1		0		0	0	1	0	0	0	0	0	0	0	0	The user increases its Defense.
473	Psyshock	Psychic	Special	10	80	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user materializes an odd psychic wave to attack the target. This attack does physical damage.
474	Venoshock	Poison	Special	10	65	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user drenches the target in a special poisonous liquid. This move's power is doubled if the target is poisoned.
475	Autotomize	Steel	Status	15	0	1			1		0		0	0	0	0	0	0	0	0	2	0	0	The user sheds part of its body to make itself lighter and sharply raise its Speed stat.
476	Rage Powder	Bug	Status	20	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user scatters a cloud of irritating powder to draw attention to itself. Opponents aim only at the user.
477	Telekinesis	Psychic	Status	15	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user makes the target float with its psychic power. The target is easier to hit for three turns.
478	Magic Room	Psychic	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user creates a bizarre area in which Pokémon's held items lose their effects for five turns.
479	Smack Down	Rock	Physical	15	50	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user throws a stone or similar projectile to attack an opponent. A flying Pokémon will fall to the ground when it's hit.
480	Storm Throw	Fighting	Physical	10	60	1			1		1		0	0	0	0	0	0	0	0	0	0	0	The user strikes the target with a fierce blow. Critical hits land more easily.
481	Flame Burst	Fire	Special	15	70	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks the target with a bursting flame. The bursting flame damages Pokémon next to the target as well.
482	Sludge Wave	Poison	Special	10	95	1	0.1	Poison	1		0		0	0	0	0	0	0	0	0	0	0	0	The user strikes everything around it by swamping the area with a giant sludge wave. This may also poison those hit.
483	Quiver Dance	Bug	Status	20	0	1			1		0		0	0	0	0	1	0	1	0	1	0	0	The user lightly performs a beautiful, mystic dance. This boosts the user's Sp. Atk, Sp. Def, and Speed stats.
484	Heavy Slam	Steel	Physical	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user slams into the target with its heavy body. The more the user outweighs the target, the greater the move's power.
485	Synchronoise	Psychic	Special	10	120	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Using an odd shock wave, the user inflicts damage on any Pokémon of the same type in the area around it.
486	Electro Ball	Electric	Special	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user hurls an electric orb at the target. The faster the user is than the target, the greater the move's power.
487	Soak	Water	Status	20	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user shoots a torrent of water at the target and changes the target's type to Water.
488	Flame Charge	Fire	Physical	20	50	1			1		0		0	0	0	0	0	0	0	0	1	0	0	Cloaking itself in flame, the user attacks. Then, building up more power, the user raises its Speed stat.
489	Coil	Poison	Status	20	0	1			1		0		1	0	1	0	0	0	0	0	0	0	0	The user coils up and concentrates. This raises its Attack and Defense stats as well as its accuracy.
490	Low Sweep	Fighting	Physical	20	65	1			1		0		0	0	0	0	0	0	0	0	0	-1	0	The user makes a swift attack on the target's legs, which lowers the target's Speed stat.
491	Acid Spray	Poison	Special	20	40	1			1		0		0	0	0	0	0	0	-2	0	0	0	0	The user spits fluid that works to melt the target. This harshly lowers the target's Sp. Def stat.
492	Foul Play	Dark	Physical	15	95	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user turns the target's power against it. The higher the target's Attack stat, the greater the move's power.
493	Simple Beam	Normal	Status	15	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user's mysterious psychic wave changes the target's Ability to Simple.
494	Entrainment	Normal	Status	15	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user dances with an odd rhythm that compels the target to mimic it, making the target's Ability the same as the user's.
495	After You	Normal	Status	15	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user helps the target and makes it use its move right after the user.
496	Round	Normal	Special	15	60	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks the target with a song. Others can join in the Round and make the attack do greater damage.
497	Echoed Voice	Normal	Special	15	40	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks the target with an echoing voice. If this move is used every turn, it does greater damage.
498	Chip Away	Normal	Physical	20	70	1			1		0		0	0	0	0	0	0	0	0	0	0	0	Looking for an opening, the user strikes consistently. The target's stat changes don't affect this attack's damage.
499	Clear Smog	Poison	Special	15	50	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks by throwing a clump of special mud. All stat changes are returned to normal.
500	Stored Power	Psychic	Special	10	20	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks the target with stored power. The more the user's stats are raised, the greater the move's power.
501	Quick Guard	Fighting	Status	15	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user protects itself and its allies from priority moves.
502	Ally Switch	Psychic	Status	15	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user teleports using a strange power and switches places with one of its allies.
503	Scald	Water	Special	15	80	1	0.3	Burn	1		0		0	0	0	0	0	0	0	0	0	0	0	The user shoots boiling hot water at its target. This may also leave the target with a burn.
504	Shell Smash	Normal	Status	15	0	1			1		0		2	0	-1	0	2	0	-1	0	2	0	0	The user breaks its shell, which lowers Defense and Sp. Def stats but sharply raises its Attack, Sp. Atk, and Speed stats.
505	Heal Pulse	Psychic	Status	10	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user emits a healing pulse which restores the target's HP by up to half of its max HP.
506	Hex	Ghost	Special	10	65	1			1		0		0	0	0	0	0	0	0	0	0	0	0	This relentless attack does massive damage to a target affected by status conditions.
507	Sky Drop	Flying	Physical	10	60	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user takes the target into the sky, then drops it during the next turn. The target cannot attack while in the sky.
508	Shift Gear	Steel	Status	10	0	1			1		0		1	0	0	0	0	0	0	0	2	0	0	The user rotates its gears, raising its Attack and sharply raising its Speed.
509	Circle Throw	Fighting	Physical	10	60	0.9			1		0		0	0	0	0	0	0	0	0	0	0	0	The target is thrown, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.
510	Incinerate	Fire	Special	15	60	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks opposing Pokémon with fire. If a Pokémon is holding a certain item, such as a Berry, the item becomes burned up and unusable.
511	Quash	Dark	Status	15	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user suppresses the target and makes its move go last.
512	Acrobatics	Flying	Physical	15	55	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user nimbly strikes the target. If the user is not holding an item, this attack inflicts massive damage.
513	Reflect Type	Normal	Status	15	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user reflects the target's type, making it the same type as the target.
514	Retaliate	Normal	Physical	5	70	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user gets revenge for a fainted ally. If an ally fainted in the previous turn, this move becomes more powerful.
515	Final Gambit	Fighting	Special	5	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user risks everything to attack its target. The user faints but does damage equal to its HP.
516	Bestow	Normal	Status	15	0	1			1		0		0	0	0	0	0	0	0	0	0	0	0	The user passes its held item to the target when the target isn't holding an item.
517	Inferno	Fire	Special	5	100	0.5	1	Burn	1		0		0	0	0	0	0	0	0	0	0	0	0	The user attacks by engulfing the target in an intense fire. This leaves the target with a burn.
518	Water Pledge	Water	Special	10	80	1			1		0		0	0	0	0	0	0	0	0	0	0	0	A column of water strikes the target. When combined with its fire equivalent, the damage increases and a rainbow appears.
519	Fire Pledge	Fire	Special	10	80	1			1		0		0	0	0	0	0	0	0	0	0	0	0	A column of fire hits opposing Pokémon. When used with its grass equivalent, its damage increases and a vast sea of fire appears.
520	Grass Pledge	Grass	Special	10	80	1			1		0		0	0	0	0	0	0	0	0	0	0	0	A column of grass hits the target. When used with its water equivalent, its damage increases and a vast swamp appears.
521	Volt Switch	Electric	Special	20	70	1			1		0		0	0	0	0	0	0	0	0	0	0	0	After making its attack, the user rushes back to switch places with a party Pokémon in waiting.
522	Struggle Bug	Bug	Special	20	50	1			1		0		0	0	0	0	0	-1	0	0	0	0	0	While resisting, the user attacks the opposing Pokémon. This lowers the Sp. Atk stat of those hit.
523	Bulldoze	Ground	Physical	20	60	1			1		0		0	0	0	0	0	0	0	0	0	-1	0	The user strikes everything around it by stomping down on the ground. This lowers the Speed stat of those hit.
524	Frost Breath	Ice	Special	10	60	0.9			1		1		0	0	0	0	0	0	0	0	0	0	0	The user blows its cold breath on the target. Critical hits land more easily.
